Catalog Numb.,University,Collector,No. of spec.,YE,MO,DA,Country col.,countryCode,stateProvince,lat,lon,District,Locality col.,Elevation,geodeticDatum,coordinate Uncertainty,identifiedBy,typeStatus,kingdom,phylum,class,order,family,subfamily,genus,specificEpithet,infraspecificEpithet,Full name,taxonRank,Authorship
UNZA:51761,University of Zambia,Mukampola R,1,1987,11,11,Zambia,ZM,Southern,-17.4639024,25.2841853,Livingstone,Zambezi River Island,916,WGS84,2205,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:51832,University of Zambia,Lungu P,1,1986,8,3,Zambia   ,ZM,Southern,-17.61835,25.453778,Livingstone,Mosi-oa-Tunya Reserve,916,WGS84,1009,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:51833,University of Zambia,Lungu P,1,1986,8,3,Zambia   ,ZM,Southern,-17.7783778,25.84424953,Livingstone,Mosi-oa-Tunya Reserve,916,WGS84,1009,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:52005,University of Zambia,Mukampola R,1,1998,3,21,Zambia,ZM,Southern,-17.32968,25.3278573,Livingstone,Mosi-oa-Tunya Reserve,916,WGS84,836,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:52006,University of Zambia,Mukampola R,1,1998,3,21,Zambia,ZM,Southern,-17.3414,25.6223826,Livingstone,Mosi-oa-Tunya Reserve,916,WGS84,836,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:52197,University of Zambia,Merrett M,1,1987,6,7,Zambia,ZM,Southern,-15.7608007,27.7571283,Mazabuka,Lochinvar National Park,1105,WGS84,14981,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:52397,University of Zambia,Mukampola R,1,1988,3,22,Zambia,ZM,Southern,-15.288954,25.6705137,Namwala,Iteshi teshi boma ,1164,WGS84,643,Bingham M,,Plants,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,longifolia,,Brachystegia longifolia,Species,Baker
UNZA:52400,University of Zambia,Mukampola R,1,1988,3,22,Zambia,ZM,Southern,-15.185997,25.1594233,Namwala,10 km east of Namwala town,1164,WGS84,643,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:52401,University of Zambia,Mukampola R,1,1988,3,22,Zambia,ZM,Southern,-15.2093543,25.2414457,Namwala,"Itezhi tezhi, below dam wall",1164,WGS84,643,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:53066,University of Zambia,Ngwenyama T,1,1987,10,2,Zambia ,ZM,Southern,-15.2446118,25.2133292,Namwala,"Itezhi tezhi, below dam wall",1164,WGS84,2560,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,tamarindus,indica,,Tamarindus indica,Species,(Mez) M.A. Spencer & L.B. Sm.
UNZA:53271,University of Zambia,Merrett L; Merrett M,1,1988,1,23,Zambia,ZM,Southern,-16.28567,26.4331,Choma,Macha Mission,1320,WGS84,1972,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:53272,University of Zambia,Merrett L; Merrett M,1,1988,1,23,Zambia,ZM,Southern,-16.29294,26.56426,Choma,Macha Mission,1320,WGS84,1972,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:53273,University of Zambia,Merrett L; Merrett M,1,1988,1,23,Zambia,ZM,Southern,-16.30314,26.37349,Choma,Macha Mission,1320,WGS84,1972,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:53274,University of Zambia,Merrett L; Merrett M,1,1988,1,23,Zambia,ZM,Southern,-16.36075,26.73662,Choma,Macha Miss.,1320,WGS84,1972,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:53355,University of Zambia,Merrett L; Merrett M,1,1988,1,23,Zambia,ZM,Southern,-17.26872,27.44013,Choma,Nkanga Riv. Cons. Area,1320,WGS84,1972,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:53356,University of Zambia,Merrett L; Merrett M,1,1988,1,23,Zambia,ZM,Southern,-16.27424,26.6102,Choma,Macha Mission,1320,WGS84,1972,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:53628,University of Zambia,Mukampola R,1,1988,8,10,Zambia ,ZM,Southern,-15.30888,25.4149068,Namwala,Iteshi teshi boma ,1250,WGS84,4697,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Peltophorum,aurita,,Peltophorum aurita,Species,Swallen
UNZA:54116,University of Zambia,Marulanda O,1,1988,8,9,Zambia,ZM,Southern,-15.3537949,27.8525556,Mazabuka,Lochinvar NP,1105,WGS84,3136,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:54117,University of Zambia,Marulanda O,1,1988,8,9,Zambia,ZM,Southern,-15.3857972,27.8026203,Mazabuka,Lochinvar NP,1105,WGS84,3136,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:55675,University of Zambia,Colebrook-Robjent J,1,1988,10,16,Zambia,ZM,Southern,-17.8039598,25.4667812,Livingstone Distr.,Senkobo,988,WGS84,4769,Colebrook-Robjent J,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Erythrophleum,nigra,,Erythrophleum nigra,Species,Davidse
UNZA:56997,University of Zambia,Stjernstedt R,1,1987,4,12,Zambia,ZM,Western,"17° 29' 8.780"" S","23° 18' 12.490"" E",Sioma,Sioma Ngwezi NP,1070,WGS84,818,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:58089,University of Zambia,Merrett L; Merrett M,1,1989,3,18,Zambia,ZM,Southern,-17.4164849,26.5979938,Distr. Kalomo,Lionkop Ranch,1499,WGS84,1426,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:58107,University of Zambia,Merrett L; Merrett M,1,1989,3,18,Zambia,ZM,Southern,-17.3892055,26.7275,Distr. Kalomo,Garden Farm,1499,WGS84,1426,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:58625,University of Zambia,Mukampola R,1,1989,4,6,Zambia,ZM,Southern,-17.563668,25.294211,Livingstone,Road to Zimba,916,WGS84,2080,Mukampola R,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Aristida,subrepens,,Aristida subrepens,Species,(Hitchc.) Hitchc.
UNZA:58626,University of Zambia,Mukampola R,1,1989,4,6,Zambia,ZM,Southern,-17.575023,25.2552172,Livingstone,Turaco Farm,916,WGS84,2080,Mukampola R,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Aristida,subrepens,,Aristida subrepens,Species,(Hitchc.) Hitchc.
UNZA:58697,University of Zambia,Mukampola R,1,1989,4,6,Zambia,ZM,Southern,-17.5834395,25.7827002,Livingstone,Turaco Farm,916,WGS84,2080,Bingham M,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Aristida,subrepens,,Aristida subrepens,Species,(Hitchc.) Hitchc.
UNZA:60745,University of Zambia,Mwanawasa L,1,1986,11,17,Zambia,ZM,Southern,-15.458708,27.8569137,Mazabuka,Mazabuka Boma,1105,WGS84,2407,Bingham M,,Plants,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,longifolia,,Brachystegia longifolia,Species,Baker
UNZA:6091,University of Zambia,Mukampola R,1,1977,4,31,Zambia,ZM,Southern,-15.2255308,25.9144835,Namwala,Shantanda Boma,1164,WGS84,30584,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Peltophorum,alpestris,,Peltophorum alpestris,Species,(Körn.) Tissot-Squalli
UNZA:61581,University of Zambia,Ngwenyama T,1,1989,7,12,Zambia,ZM,Southern,-17.2140493,25.9668603,Livingstone,Mosi-oa-Tunya Reserve,916,WGS84,1537,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,microphylla,,Brachystegia microphylla,Species,Harms
UNZA:62628,University of Zambia,MacDougal J,1,1989,2,14,Zambia,ZM,Western Prov.,"14° 31' 12"" S","22° 46' 18"" E",Mongu,Liuwa Plains National Park,1011,WGS84,7167,Merrett L; Merrett M,,Plants,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Brachystegia,longifolia,,Brachystegia longifolia,Species,Baker
UNZA:62629,University of Zambia,MacDougal J,1,1989,2,14,Zambia,ZM,Western Prov.,"15° 05' 34"" S","23° 38' 27.99"" E",District of Mongu,Lake Siwa,1187,WGS84,7167,Merrett L; Merrett M,,Plants,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Brachystegia,longifolia,,Brachystegia longifolia,Species,Baker
UNZA:62687,University of Zambia,MacDougal J,1,1989,2,28,Zambia,ZM,Southern,-17.6569118,26.6001739,Kalomo,Kalomo South,1432,WGS84,41798,Bingham M,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Aristida,perennans,,Aristida perennans,Species,(Walter) Tuck.
UNZA:62727,University of Zambia,MacDougal J,1,1989,3,4,Zambia,ZM,Southern,-15.6719406,25.2924027,Namwala,Kafue East GMA,1167,WGS84,6405,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Colophospermum,,,Colophospermum ,Genus,
UNZA:62730,University of Zambia,MacDougal J,1,1989,3,4,Zambia,ZM,Western,"16° 20' 3.120"" S","22° 36' 18.650"" E",Sioma Distr.,20 km south of Sioma,1048,WGS84,6405,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Colophospermum,mopane,,Colophospermum mopane,Species,L.B. Sm.
UNZA:62770,University of Zambia,MacDougal J,1,1989,3,1,Zambia,ZM,Southern,-15.5262194,27.41308,Mazabuka Dist.,Magoye Forest Reserve,1169,WGS84,1963,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Colophospermum,mopane,,Colophospermum mopane,Species,L.B. Sm.
UNZA:63156,University of Zambia,MacDougal J,1,1989,1,28,Zambia,ZM,Southern,-16.4588,27.04307,Gwembe,Lake Kariba shoreline,855,WGS84,3166,Bruce-Miller I,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:63157,University of Zambia,MacDougal J,1,1989,1,28,Zambia,ZM,Southern,-16.4588,27.04307,Gwembe,Lake Kariba shoreline,855,WGS84,3166,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:63158,University of Zambia,MacDougal J,1,1989,1,28,Zambia,ZM,Southern,-16.4588,27.04307,Gwembe,Lake Kariba shoreline,855,WGS84,3166,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:63395,University of Zambia,MacDougal J,1,1989,2,10,Zambia,ZM,Southern,-16.30314,26.37345,Choma Distr.,Macha Mission,1462,WGS84,4046,"Merritt L, Merritt M",,Plants,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,longifolia,,Brachystegia longifolia,Species,Baker
UNZA:63744,University of Zambia,Mukampola R,1,1989,7,2,Zambia,ZM,Southern,-15.7608007,27.7571283,Mazabuka,Lochinvar National Park,1105,WGS84,2337,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Erythrophleum,nigra,,Erythrophleum nigra,Species,Davidse
UNZA:63815,University of Zambia,Colebrook-Robjent John,1,1988,9,17,Zambia,ZM,Southern,-17.8636186,25.9257567,Livingstone Distr.,Senkobo,988,WGS84,5552,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:64582,University of Zambia,Colebrook-Robjent J,1,1987,3,4,Zambia,ZM,Southern,-17.4696597,25.5694044,Livingstone,Mosi-oa-Tunya Game Reserve,908,WGS84,7238,Franks B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,angolensis ,,Isoberlinia angolensis ,Species,(Benth.) Hoyle & Brenan
UNZA:64583,University of Zambia,Colebrook-Robjent J,1,1987,3,4,Zambia,ZM,Southern,-17.4715014,25.7111793,Livingstone,Outskirts of Livingstone,908,WGS84,7238,Franks B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,angolensis ,,Isoberlinia angolensis ,Species,(Benth.) Hoyle & Brenan
UNZA:64743,University of Zambia,Manda G,1,1989,10,16,Zambia,ZM,Western,"14° 54' 8.780"" S","22° 18' 12.490"" E",Mongu,Liuwa Plains,1054,WGS84,1877,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Erythrophleum,nigra,,Erythrophleum nigra,Species,Davidse
UNZA:65241,University of Zambia,MacDougal J,1,1989,3,2,Zambia,ZM,Southern,-17.6674466,26.3494615,Kalomo,Kalomo South,1289,WGS84,1614,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Colophospermum,,,Colophospermum ,Genus,
UNZA:65285,University of Zambia,Bellcross G,1,1988,9,28,Zambia,ZM,Southern,-15.6897503,27.7562646,Mazabuka,South of Kafue River Bridge,1105,WGS84,643,Merrett L; Merrett M,,Plants,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:65286,University of Zambia,Bellcross G,1,1988,9,28,Zambia,ZM,Southern,-15.7507123,27.7574374,Mazabuka,Lochinvar National Park,1105,WGS84,643,Mukampola R,,Plants,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,longifolia,,Brachystegia longifolia,Species,Baker
UNZA:65287,University of Zambia,I. Bruce-Miller,1,1988,9,28,Zambia,ZM,Southern,-15.7608007,27.7571283,Mazabuka,Lochinvar National Park,1105,WGS84,643,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:65588,University of Zambia,MacDougal J,1,1989,3,4,Zambia   ,ZM,Southern,-15.67481,25.3306971,Namwala,Kafue East GMA,1164,WGS84,6405,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:65589,University of Zambia,MacDougal J,1,1989,3,4,Zambia   ,ZM,Southern,-15.7406602,25.2999387,Namwala,Kafue East GMA,1164,WGS84,6405,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:65906,University of Zambia,Colebrook-Robjent J,1,1987,8,5,Zambia,ZM,Southern,-15.6039598,27.4667812,Mazabuka Dist.,Lubombo,1169,WGS84,20193,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:65907,University of Zambia,G Bellcross,1,1987,8,5,Zambia,ZM,Southern,-15.6103945,27.7367422,Mazabuka Dist.,Chalimbana River,1169,WGS84,20193,Peter Lungu,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Aristida,sessiliflora,,Aristida sessiliflora,Species,(Ruiz & Pav.) Mez
UNZA:66025,University of Zambia,Mwanawasa L,1,1985,4,25,Zambia,ZM,Western,"15° 37' 1.7"" S","23° 39' 6.8"" E",District of Mongu,Nalula Pan,1187,WGS84,1615,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Brachystegia,bakeriana,,Brachystegia bakeriana,Species,(Carrière) Baker
UNZA:66026,University of Zambia,Mwanawasa L,1,1985,4,25,Zambia,ZM,Western,"15° 4' 20.210"" S","23° 38' 20.440"" E",District of Mongu,Nalula Pan,1187,WGS84,1615,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Brachystegia,bakeriana,,Brachystegia bakeriana,Species,(Carrière) Baker
UNZA:66027,University of Zambia,Mwanawasa L,1,1985,4,25,Zambia,ZM,Western,"15° 4' 20.210"" S","23° 38' 20.440"" E",District of Mongu,Nalula Pan,1187,WGS84,1615,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Brachystegia,bakeriana,,Brachystegia bakeriana,Species,(Carrière) Baker
UNZA:66028,University of Zambia,Mwanawasa L,1,1985,4,27,Zambia,ZM,Western,"5° 35' 12"" S","25° 46' 18"" E",District of Mongu,Lake Siwa,1187,WGS84,1615,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Brachystegia,bakeriana,,Brachystegia bakeriana,Species,(Carrière) Baker
UNZA:66041,University of Zambia,Mwanawasa L,1,1987,9,22,Zambia,ZM,Southern,-15.4558716,27.7595814,Mazabuka,East of Lochinvar NP,1105,WGS84,2407,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:66306,University of Zambia,Saili S,1,1989,5,9,Zambia,ZM,Southern,-15.5116752,27.7575186,Mazabuka,East of Lochinvar NP,1105,WGS84,5552,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:66307,University of Zambia,Saili S,1,1989,5,9,Zambia,ZM,Southern,-15.5238526,27.8696467,Mazabuka,East of Lochinvar NP,1105,WGS84,5552,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:66308,University of Zambia,Saili S,1,1989,5,9,Zambia,ZM,Southern,-15.5327108,27.8173641,Mazabuka,"South of Mazabuka, on Choma Road",1105,WGS84,5552,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:67668,University of Zambia,Mukampola R,1,1989,9,9,Zambia,ZM,Southern,-15.6719406,25.2924027,Namwala,Kafue River Bridge,1164,WGS84,2777,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:67669,University of Zambia,Mukampola R,1,1989,9,9,Zambia,ZM,Southern,-15.67481,25.3306971,Namwala,Kafue River Bridge,1164,WGS84,2777,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tomentosa,,Isoberlinia tomentosa,Species,(Harms) Craib & Stapf
UNZA:67914,University of Zambia,Mukampola R,1,1989,11,16,Zambia,ZM,Southern,-17.8844351,25.3421603,Livingstone Distr.,Maramba River Lodge,988,WGS84,3137,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:67915,University of Zambia,Mukampola R,1,1989,11,16,Zambia,ZM,Southern,-17.8908309,25.6137227,Livingstone,Tongabezi,908,WGS84,3137,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:70047,University of Zambia,Mukampola R,1,1990,3,1,Zambia,ZM,Southern,-17.21605,27.50767,Choma,Nkanga River Conservation Area,1320,WGS84,15726,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,bakeriana,,Brachystegia bakeriana,Species,(Carrière) Baker
UNZA:70048,University of Zambia,Mukampola R,1,1990,3,1,Zambia,ZM,Southern,-17.216301,27.57685,District of Choma,NRCA,1317,WGS84,15726,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,bakeriana,,Brachystegia bakeriana,Species,(Carrière) Baker
UNZA:70478,University of Zambia,Saili S,1,1990,3,13,Zambia,ZM,Western Prov.,15° 50' S,23° 18' E,District of Mongu,East of Mongu Town,1187,WGS84,1974,Merrett L; Merrett M,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Cymbopogon,nutans,,Cymbopogon nutans,Species,
UNZA:71765,University of Zambia,Ngenyama T,1,1981,3,21,Zambia,ZM,Southern,-17.8491547,25.5991416,Livingstone,Turaco Farm,908,WGS84,5144,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,microphylla,,Brachystegia microphylla,Species,Harms
UNZA:71795,University of Zambia,Lungu P,1,1990,3,9,Zambia,ZM,Southern,-17.26872,27.44013,Choma,Nkanga Riv. Cons. Area,1320,WGS84,757,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Colophospermum,mopane,,Colophospermum mopane,Species,L.B. Sm.
UNZA:7238,University of Zambia,Mukampola R,1,1978,3,25,Zambia,ZM,Southern,-17.3668954,25.1842826,Livingstone,Zambezi Boat Club,916,WGS84,826,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:7239,University of Zambia,Mukampola R,1,1978,3,25,Zambia,ZM,Southern,-17.373889,25.318494,Livingstone,Zambezi Boat Club,916,WGS84,826,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,boehmii,,Brachystegia boehmii,Species,Baker
UNZA:73652,University of Zambia,Mwanawasa L,1,1986,11,1,Zambia,ZM,Southern,-15.458708,27.8569137,Mazabuka,Mazabuka Boma,1105,WGS84,1134,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:73999,University of Zambia,L. Mwanawasa,1,1986,12,4,Zambia,ZM,Western,"15° 4' 20.210"" S","23° 38' 20.440"" E",District of Mongu,Lake Siwa,1187,WGS84,1134,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:74003,University of Zambia,Mwanawasa L,1,1987,1,25,Zambia,ZM,Western,"14° 4' 14.2"" S","22° 23' 19.3"" E",Mongu,Liuwa Plains National Park,1011,WGS84,1134,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,microphylla,,Brachystegia microphylla,Species,Harms
UNZA:74014,University of Zambia,Mwanawasa L,1,1987,5,26,Zambia   ,ZM,Southern,-15.3537949,27.8525556,Mazabuka,Lochinvar NP,1105,WGS84,1134,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,woodiana,,Brachystegia woodiana,Species,L.B. Sm.
UNZA:74015,University of Zambia,Mwanawasa L,1,1987,6,29,Zambia,ZM,Southern,-15.4068536,27.7857269,Mazabuka,Lochinvar NP,1105,WGS84,1134,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,glaucescens,,Brachystegia glaucescens,Species,(Baker) Wittm.
UNZA:74018,University of Zambia,Mwanawasa L,1,1987,9,25,Zambia,ZM,Southern,-15.572077,27.7648733,Mazabuka,Mazabuka Boma,1105,WGS84,1134,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:75258,University of Zambia,Mukampola R,1,1991,2,15,Zambia,ZM,Southern,-17.8750089,25.6609383,Livingstone,Maramba River Lodge,916,WGS84,10531,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Delonix,andina,,Delonix andina,Species,De Wild
UNZA:75259,University of Zambia,Mukampola R,1,1991,2,15,Zambia,ZM,Southern,-17.8844351,25.3421603,Livingstone,Maramba River Lodge,916,WGS84,10531,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Delonix,andina,,Delonix andina,Species,De Wild
